city,state,zipcode,bedrooms,bathrooms,price,yearBuilt,lotSize,livingArea,daysOnZillow,monthlyHoaFee,latitude,longitude,homeType,streetAddress,zestimate,propertyTaxRate,bedrooms_missing,bathrooms_missing,yearBuilt_missing,livingArea_missing,price_per_sqft
Washington,DC,20017,5.0,4.0,1195000,1925.0,5680.0,3024.0,4,0.0,38.92997,-76.98722,SINGLE_FAMILY,1340 Jackson St NE,1199900.0,0.58,0,0,0,0,395.17195767195767
Washington,DC,20019,4.0,1.0,319000,1927.0,3216.0,960.0,4,0.0,38.884613,-76.958725,SINGLE_FAMILY,3328 D St SE,322100.0,0.58,0,0,0,0,332.2916666666667
Washington,DC,20002,4.0,4.0,1449000,1900.0,1326.0,2687.0,27,0.0,38.89873,-76.98887,TOWNHOUSE,1241 G St NE,1402300.0,0.58,0,0,0,0,539.2631187197618
Washington,DC,20005,0.0,1.0,299000,2006.0,9278.752391886721,433.0,54,415.0,38.90461,-77.0316,CONDO,1133 14th St NW APT 905,287600.0,0.58,0,0,0,0,690.5311778290993
Washington,DC,20008,1.0,1.0,379700,1905.0,9278.752391886721,616.0,28,633.0,38.91622,-77.04745,CONDO,2122 California St NW UNIT 354,,0.0,0,0,0,0,616.3961038961039
Washington,DC,20010,2.0,1.0,335000,1910.0,9278.752391886721,702.0,103,375.0,38.9331,-77.03513,CONDO,1495 Newton St NW APT 303,318700.0,0.58,0,0,0,0,477.2079772079772
Washington,DC,20011,5.0,4.0,991000,1932.0,3743.0,2322.0,34,0.0,38.96579,-77.0153,SINGLE_FAMILY,6231 N Dakota Ave NW,956900.0,0.58,0,0,0,0,426.7872523686477
Washington,DC,20011,3.0,2.0,504999,1953.0,1936.0,1088.0,5,0.0,38.95841,-76.99402,SINGLE_FAMILY,820 Oglethorpe St NE,446800.0,0.58,0,0,0,0,464.15349264705884
Washington,DC,20008,4.0,6.0,3398000,1912.0,2750.0,4368.0,336,0.0,38.91569,-77.0478,TOWNHOUSE,2127 Leroy Pl NW,3172300.0,0.58,0,0,0,0,777.9304029304029
Washington,DC,20002,4.0,4.0,1290000,1900.0,1620.0,2550.0,55,0.0,38.91166,-77.00698,TOWNHOUSE,53 Quincy Pl NE,1353800.0,0.58,0,0,0,0,505.88235294117646
Washington,DC,20001,3.0,2.0,719000,2023.0,9278.752391886721,1147.0,19,129.0,38.9095,-77.00942,CONDO,14 P St NW #401,,0.58,0,0,0,0,626.8526591107236
Washington,DC,20024,0.0,0.0,30000,1967.0,79.0,0.0,1,186.0,38.88065,-77.02094,SINGLE_FAMILY,700 7th St SW APT P224,,0.58,0,0,0,0,inf
Washington,DC,20005,1.0,2.0,400000,1926.0,9278.752391886721,532.0,34,495.0,38.9054,-77.02876,CONDO,1212 M St NW APT 201,,0.58,0,0,0,0,751.8796992481203
Washington,DC,20009,1.0,1.0,400000,1900.0,9278.752391886721,654.0,6,226.0,38.92369,-77.04157,CONDO,1763 Columbia Rd NW APT 407,,0.58,0,0,0,0,611.6207951070336
Fort Washington,MD,20745,2.0,1.0,95000,1960.0,1717.0,1089.0,5,400.0,38.81723,-76.99136,APARTMENT,1001 Marcy Ave APT A303,149300.0,1.07,0,0,0,0,87.23599632690542
Washington,DC,20009,0.0,1.0,169900,1950.0,9278.752391886721,419.0,13,506.0,38.92629,-77.04346,CONDO,1801 Clydesdale Pl NW APT 505,165300.0,0.0,0,0,0,0,405.48926014319807
Washington,DC,20002,2.0,2.0,549999,2024.0,9278.752391886721,1200.0,84,303.0,38.90391,-76.97883,TOWNHOUSE,1730 L St NE #1,539700.0,0.58,0,0,0,0,458.3325
Washington,DC,20001,2.0,2.0,525000,2005.0,9278.752391886721,1005.0,20,524.0,38.90026,-77.01957,CONDO,809 6th St NW APT 14,513000.0,0.58,0,0,0,0,522.3880597014926
Washington,DC,20009,1.0,1.0,129000,1908.0,9278.752391886721,550.0,269,1076.0,38.91887,-77.03375,CONDO,1440 W St NW #205,,0.0,0,0,0,0,234.54545454545453
Washington,DC,20001,1.0,1.0,549900,2006.0,9278.752391886721,788.0,6,711.0,38.90539,-77.02457,CONDO,910 M St NW APT 1105,586900.0,0.58,0,0,0,0,697.8426395939086
Washington,DC,20009,7.0,4.0,3999999,1907.0,4675.0,8198.0,113,0.0,38.91518,-77.04376,SINGLE_FAMILY,1860 19th St NW,3718300.0,0.58,0,0,0,0,487.9237618931447
Alexandria,VA,22314,2.0,3.0,975000,1977.0,9278.752391886721,1966.0,19,1105.0,38.81566,-77.04149,TOWNHOUSE,1034 N Royal St #1034,955600.0,0.97,0,0,0,0,495.93082400813836
Washington,DC,20016,4.0,3.0,1399900,1926.0,3750.0,2040.0,5,0.0,38.93707,-77.0684,SINGLE_FAMILY,3521 35th St NW,1433800.0,0.58,0,0,0,0,686.2254901960785
Washington,DC,20019,2.0,1.0,469975,1943.0,1474.0,1232.0,1,0.0,38.8908,-76.95968,TOWNHOUSE,3314 Ames St NE,356000.0,0.58,0,0,0,0,381.4732142857143
Washington,DC,20007,3.0,3.0,0,2024.0,0.0,0.0,3,0.0,38.907135,-77.05626,MULTI_FAMILY,"Homes Available Soon, 2709N Condos",,0.58,0,0,0,0,
Temple Hills,MD,20748,5.0,3.0,579786,1959.0,11386.0,3409.0,25,0.0,38.84329,-76.95536,SINGLE_FAMILY,3405 29th Ave,,1.07,0,0,0,0,170.07509533587563
Alexandria,VA,22301,4.0,5.0,1670000,2024.0,4312.0,3182.0,20,0.0,38.82515,-77.0539,SINGLE_FAMILY,404 E Windsor Ave,,0.97,0,0,0,0,524.8271527341295
Washington,DC,20024,2.0,3.0,705000,1967.0,9278.752391886721,2595.0,413,0.0,38.875416,-77.01623,SINGLE_FAMILY,361 N St SW,680800.0,0.58,0,0,0,0,271.67630057803467
Washington,DC,20010,3.0,3.0,749900,1908.0,9278.752391886721,1523.0,6,235.0,38.93296,-77.03163,TOWNHOUSE,1354 Meridian Pl NW #1,749200.0,0.58,0,0,0,0,492.38345370978334
Washington,DC,20018,3.0,3.0,630000,1941.0,1600.0,1584.0,27,0.0,38.92158,-76.98397,TOWNHOUSE,1415 Downing St NE,618400.0,0.58,0,0,0,0,397.72727272727275
Washington,DC,20010,2.0,1.0,297700,2023.0,9278.752391886721,523.0,100,188.0,38.93756,-77.03388,CONDO,1421 Spring Rd NW #101,297200.0,0.58,0,0,0,0,569.2160611854684
Washington,DC,20007,6.0,5.0,2585000,1900.0,2074.0,4839.0,41,0.0,38.90918,-77.05781,SINGLE_FAMILY,2816 P St NW,2447100.0,0.58,0,0,0,0,534.201281256458
Washington,DC,20001,2.0,2.0,599000,2011.0,9278.752391886721,1037.0,40,305.0,38.91963,-77.0273,CONDO,2214 11th St NW #1,584400.0,0.58,0,0,0,0,577.6277724204435
Washington,DC,20008,1.0,1.0,312500,1964.0,9278.752391886721,768.0,41,975.0,38.94434,-77.06006,CONDO,2939 Van Ness St NW APT 733,301000.0,0.58,0,0,0,0,406.9010416666667
Alexandria,VA,22302,5.0,4.0,975000,1950.0,6110.0,2516.0,6,0.0,38.825115,-77.08463,SINGLE_FAMILY,3321 King St,975600.0,0.97,0,0,0,0,387.51987281399045
Washington,DC,20008,3.0,3.0,1825000,1920.0,4969.0,2640.0,19,0.0,38.93543,-77.06028,SINGLE_FAMILY,2906 Ordway St NW,1769800.0,0.58,0,0,0,0,691.2878787878788
Oxon Hill,MD,20745,6.0,3.0,539900,1960.0,10229.0,2464.0,20,0.0,38.81856,-76.9783,SINGLE_FAMILY,5108 Linwood Dr,530000.0,1.07,0,0,0,0,219.11525974025975
Washington,DC,20018,3.0,2.0,675000,1925.0,2588.0,1267.0,21,0.0,38.9356,-76.97239,SINGLE_FAMILY,3712 24th St NE,652400.0,0.58,0,0,0,0,532.7545382794002
Washington,DC,20016,6.0,7.0,2799900,1940.0,4907.0,4009.0,6,0.0,38.94831,-77.07608,SINGLE_FAMILY,4525 Grant Rd NW,,0.58,0,0,0,0,698.4035919181841
Hyattsville,MD,20782,4.0,2.0,385000,1941.0,5040.0,1305.0,142,0.0,38.96475,-76.97839,SINGLE_FAMILY,6223 Sligo Pkwy,371900.0,1.07,0,0,0,0,295.0191570881226
Mount Rainier,MD,20712,6.0,4.0,849900,2021.0,5674.0,4046.0,47,0.0,38.93343,-76.96069,SINGLE_FAMILY,3425 Eastern Ave,831300.0,1.07,0,0,0,0,210.05931784478497
Washington,DC,20003,2.0,2.0,660000,2018.0,9278.752391886721,790.0,34,806.0,38.8746,-77.00034,CONDO,1300 4th St SE #315,648100.0,0.58,0,0,0,0,835.4430379746835
Capitol Heights,MD,20743,5.0,3.0,419000,1956.0,6000.0,2026.0,1,0.0,38.86778,-76.93287,SINGLE_FAMILY,4312 Urn St,421300.0,1.07,0,0,0,0,206.81145113524187
Chevy Chase,MD,20815,5.0,6.0,2595000,2024.0,7890.0,5340.0,21,0.0,38.98217,-77.06129,SINGLE_FAMILY,7117 W Greenvale Pkwy,2524500.0,0.81,0,0,0,0,485.9550561797753
Washington,DC,20009,2.0,2.0,799000,1995.0,9278.752391886721,965.0,12,549.0,38.92132,-77.04668,TOWNHOUSE,2411 20th St NW UNIT 9,792800.0,0.58,0,0,0,0,827.979274611399
Washington,DC,20002,0.0,0.0,12500,1941.0,9278.752391886721,65.0,77,30.0,38.90785,-76.98636,CONDO,1631 Montello Ave NE #P-3,,0.58,0,0,0,0,192.30769230769232
Hyattsville,MD,20782,3.0,2.0,465000,1942.0,5500.0,1659.0,9,0.0,38.97089,-76.97905,SINGLE_FAMILY,6526 19th Pl,462200.0,1.07,0,0,0,0,280.2893309222423
Washington,DC,20002,3.0,2.0,799900,1915.0,1024.0,1342.0,89,0.0,38.89654,-76.98651,TOWNHOUSE,1357 Emerald St NE,775500.0,0.58,0,0,0,0,596.0506706408346
Washington,DC,20002,3.0,4.0,825000,1923.0,1711.0,1468.0,6,0.0,38.92153,-77.00374,TOWNHOUSE,2404 2nd St NE,,0.58,0,0,0,0,561.9891008174387
Washington,DC,20003,0.0,1.0,399900,2009.0,9278.752391886721,678.0,13,445.0,38.87819,-77.00605,CONDO,1025 1st St SE APT 1007,394000.0,0.58,0,0,0,0,589.8230088495575
Washington,DC,20004,1.0,1.0,695000,1990.0,9278.752391886721,760.0,263,1261.0,38.89452,-77.02353,CONDO,801 Pennsylvania Ave NW APT 1220,,0.58,0,0,0,0,914.4736842105264
Hyattsville,MD,20783,3.0,4.0,439900,1955.0,4517.0,1872.0,5,0.0,38.9829,-76.98115,TOWNHOUSE,1705 Hannon St,373400.0,1.07,0,0,0,0,234.98931623931625
Washington,DC,20018,2.0,2.0,475000,2024.0,9278.752391886721,809.0,7,209.0,38.92281,-76.99207,CONDO,1002 Rhode Island Ave NE #4,472800.0,0.58,0,0,0,0,587.1446229913473
Washington,DC,20011,5.0,5.0,1350000,1926.0,1726.0,2684.0,10,0.0,38.94482,-77.03576,TOWNHOUSE,1524 Allison St NW,1323100.0,0.58,0,0,0,0,502.9806259314456
Riverdale,MD,20737,4.0,4.0,924900,2017.0,5000.0,2640.0,6,0.0,38.9617,-76.93009,SINGLE_FAMILY,4909 Queensbury Rd,928100.0,1.07,0,0,0,0,350.34090909090907
Hyattsville,MD,20783,3.0,2.0,385000,1949.0,5571.0,1277.0,15,0.0,38.9799,-76.96879,SINGLE_FAMILY,2409 Fordham Pl,381000.0,1.07,0,0,0,0,301.4878621769773
Washington,DC,20019,3.0,3.0,525000,1950.0,2079.0,1326.0,4,0.0,38.88368,-76.94285,SINGLE_FAMILY,456 Burbank St SE,525500.0,0.58,0,0,0,0,395.92760180995475
Washington,DC,20001,4.0,4.0,850000,1909.0,1040.0,2350.0,12,0.0,38.927387,-77.02211,TOWNHOUSE,629 Harvard St NW,834200.0,0.58,0,0,0,0,361.70212765957444
Hyattsville,MD,20782,3.0,2.0,499900,1946.0,5500.0,1434.0,4,0.0,38.95309,-76.9778,SINGLE_FAMILY,5415 19th Ave,506100.0,1.07,0,0,0,0,348.60529986053
Brentwood,MD,20722,3.0,2.0,300000,1926.0,4000.0,1408.0,0,0.0,38.93478,-76.94871,SINGLE_FAMILY,3911 Newark Rd,302000.0,1.07,0,0,0,0,213.0681818181818
Washington,DC,20002,2.0,1.0,650000,1890.0,613.0,701.0,4,0.0,38.90354,-77.0008,TOWNHOUSE,1030 4th St NE,650200.0,0.58,0,0,0,0,927.246790299572
Washington,DC,20019,3.0,2.0,450000,1949.0,6325.0,1132.0,34,0.0,38.89652,-76.93623,SINGLE_FAMILY,4525 Edson Pl NE,,0.58,0,0,0,0,397.52650176678446
Hyattsville,MD,20783,5.0,2.0,331000,1952.0,3910.0,1152.0,201,0.0,38.98366,-76.96684,SINGLE_FAMILY,7705 25th Ave,318800.0,1.07,0,0,0,0,287.3263888888889
Takoma Park,MD,20912,3.0,2.0,685000,1935.0,6686.0,1840.0,1,0.0,38.97222,-77.00597,SINGLE_FAMILY,6712 Cockerille Ave,720100.0,0.81,0,0,0,0,372.2826086956522
Arlington,VA,22201,2.0,2.0,840000,2006.0,9278.752391886721,1125.0,0,743.0,38.89121,-77.08148,CONDO,2001 15th St N APT 1114,848500.0,0.91,0,0,0,0,746.6666666666666
Washington,DC,20019,2.0,1.0,119999,1958.0,9278.752391886721,808.0,56,347.0,38.88261,-76.94638,CONDO,514 Ridge Rd SE APT 311,,0.58,0,0,0,0,148.51361386138615
Washington,DC,20011,5.0,5.0,1550000,1913.0,3647.0,3533.0,13,0.0,38.949253,-77.02889,SINGLE_FAMILY,1219 Delafield Pl NW,1514500.0,0.58,0,0,0,0,438.72063402207755
Alexandria,VA,22314,2.0,2.0,360000,1942.0,9278.752391886721,879.0,8,670.0,38.82341,-77.04434,CONDO,1636 W Abingdon Dr APT 201,394700.0,0.97,0,0,0,0,409.55631399317406
Hyattsville,MD,20785,4.0,5.0,528510,1971.0,9278.752391886721,2086.0,28,58.0,38.97286,-76.95826,TOWNHOUSE,6060 Soho Way,,1.07,0,0,0,0,253.36049856184084
Washington,DC,20002,2.0,2.0,765000,1911.0,496.0,1050.0,6,0.0,38.89775,-76.98853,TOWNHOUSE,1247 Maryland Ave NE,759900.0,0.58,0,0,0,0,728.5714285714286
Washington,DC,20011,3.0,3.0,799000,1920.0,9278.752391886721,1376.0,111,300.0,38.93926,-77.02999,TOWNHOUSE,3916 13th St NW #2,796800.0,0.58,0,0,0,0,580.6686046511628
Glenarden,MD,20706,4.0,4.0,509990,2024.0,9278.752391886721,2084.0,1,95.0,38.97214,-76.960365,TOWNHOUSE,8415 Hamlin St #103-A,,1.07,0,0,0,0,244.7168905950096
Silver Spring,MD,20910,4.0,4.0,1145000,1950.0,6815.0,1873.0,41,0.0,38.98426,-77.01554,SINGLE_FAMILY,7508 Piney Branch Rd,1113400.0,0.81,0,0,0,0,611.3187399893219
Hyattsville,MD,20781,2.0,1.0,217000,1962.0,1011.0,948.0,18,410.0,38.95197,-76.95446,APARTMENT,3827 Hamilton St #D-203,206100.0,1.07,0,0,0,0,228.9029535864979
Washington,DC,20016,4.0,4.0,1795000,1940.0,5132.0,3091.0,13,0.0,38.94904,-77.08916,SINGLE_FAMILY,4509 Butterworth Pl NW,,0.58,0,0,0,0,580.7182141701714
Washington,DC,20019,3.0,2.0,465000,1947.0,2633.0,1460.0,6,0.0,38.89209,-76.94612,SINGLE_FAMILY,4022 Blaine St NE,,0.58,0,0,0,0,318.4931506849315
Hyattsville,MD,20781,2.0,4.0,491300,1971.0,1500.0,1611.0,14,58.0,38.973812,-76.95806,TOWNHOUSE,3447 Carnaby St,,1.07,0,0,0,0,304.9658597144631
Washington,DC,20016,5.0,6.0,3399999,1967.0,4584.0,4324.0,16,0.0,38.9366,-77.0704,SINGLE_FAMILY,3541 Ordway St NW,3286800.0,0.58,0,0,0,0,786.3087419056429
Washington,DC,20003,2.0,2.0,715000,1900.0,1043.0,1194.0,90,0.0,38.87736,-76.99426,TOWNHOUSE,817 L St SE,713100.0,0.58,0,0,0,0,598.8274706867671
Bethesda,MD,20816,2.0,2.0,449900,1969.0,9278.752391886721,1467.0,4,1365.0,38.96379,-77.10154,CONDO,5101 River Rd APT 1402,471700.0,0.81,0,0,0,0,306.6802999318337
Temple Hills,MD,20748,3.0,2.0,365000,1957.0,3593.0,1024.0,47,0.0,38.8356,-76.95399,SINGLE_FAMILY,2504 Jameson St,357100.0,1.07,0,0,0,0,356.4453125
Washington,DC,20010,2.0,3.0,995000,1912.0,9278.752391886721,1575.0,13,280.0,38.93709,-77.02194,CONDO,709 Rock Creek Church Rd NW #2,882000.0,0.58,0,0,0,0,631.7460317460317
Hyattsville,MD,20781,4.0,3.0,599999,1927.0,13988.0,1782.0,23,0.0,38.95412,-76.94551,SINGLE_FAMILY,5308 42nd Ave,586000.0,1.07,0,0,0,0,336.6997755331089
Washington,DC,20007,5.0,8.0,15000000,1941.0,12749.0,8448.0,146,0.0,38.91349,-77.06453,SINGLE_FAMILY,3210 R St NW,13428200.0,0.58,0,0,0,0,1775.5681818181818
Takoma Park,MD,20912,3.0,2.0,570000,1939.0,5172.0,1212.0,13,0.0,38.9718,-77.0011,SINGLE_FAMILY,6610 Gude Ave,538800.0,0.81,0,0,0,0,470.2970297029703
Bladensburg,MD,20710,8.0,5.0,550000,1953.0,10658.0,2710.0,6,0.0,38.93753,-76.92948,SINGLE_FAMILY,5202 Quincy St,549000.0,1.07,0,0,0,0,202.9520295202952
Washington,DC,20017,1.0,1.0,364900,2019.0,9278.752391886721,600.0,16,195.0,38.93399,-76.99137,CONDO,3614 12th St NE #5,364400.0,0.58,0,0,0,0,608.1666666666666
Hyattsville,MD,20782,4.0,2.0,699999,1938.0,8055.0,2487.0,13,0.0,38.96927,-76.94867,SINGLE_FAMILY,6513 Adelphi Rd,682600.0,1.07,0,0,0,0,281.46320868516284
Washington,DC,20019,3.0,3.0,599900,1972.0,8756.0,2156.0,21,0.0,38.90011,-76.93683,SINGLE_FAMILY,800 46th St NE,589500.0,0.58,0,0,0,0,278.24675324675326
Washington,DC,20019,6.0,3.0,699000,1941.0,2409.0,1450.0,4,0.0,38.90283,-76.92983,MULTI_FAMILY,5006-5008 Just St NE,702100.0,0.58,0,0,0,0,482.0689655172414
Washington,DC,20009,4.0,4.0,1795000,1915.0,1440.0,2358.0,27,0.0,38.91616,-77.03086,TOWNHOUSE,1334 Wallach Pl NW,1738000.0,0.58,0,0,0,0,761.2383375742154
Washington,DC,20024,2.0,1.0,449000,1967.0,9278.752391886721,847.0,40,1051.0,38.88065,-77.02094,CONDO,700 7th St SW APT 732,428700.0,0.58,0,0,0,0,530.1062573789847
Alexandria,VA,22301,5.0,5.0,2499000,2009.0,7500.0,4611.0,39,0.0,38.81603,-77.06475,SINGLE_FAMILY,24 W Glendale Ave,2406400.0,0.97,0,0,0,0,541.9648666232921
Arlington,VA,22204,2.0,1.0,279900,1958.0,9278.752391886721,966.0,6,1021.0,38.86685,-77.09784,CONDO,3701 5th St S APT 210,279800.0,0.91,0,0,0,0,289.75155279503105
Washington,DC,20017,2.0,2.0,449999,1935.0,9278.752391886721,801.0,7,255.0,38.92471,-76.99935,CONDO,428 Evarts St NE APT 2,444500.0,0.58,0,0,0,0,561.7965043695381
Washington,DC,20016,4.0,4.0,1899000,1937.0,5400.0,2727.0,20,0.0,38.92488,-77.09991,SINGLE_FAMILY,5035 Fulton St NW,1859600.0,0.58,0,0,0,0,696.3696369636964
Arlington,VA,22203,2.0,2.0,575000,1974.0,9278.752391886721,1440.0,29,1163.0,38.88197,-77.10522,CONDO,3800 Fairfax Dr APT 310,,0.91,0,0,0,0,399.30555555555554
Hyattsville,MD,20781,4.0,2.0,475000,1922.0,6250.0,1330.0,40,0.0,38.95881,-76.94684,SINGLE_FAMILY,5900 42nd Ave,459000.0,1.07,0,0,0,0,357.14285714285717
Washington,DC,20009,1.0,1.0,469000,1909.0,9278.752391886721,950.0,14,1203.0,38.91788,-77.03537,CONDO,2039 New Hampshire Ave NW #504,456500.0,0.0,0,0,0,0,493.6842105263158
Arlington,VA,22201,1.0,1.0,510000,2008.0,9278.752391886721,760.0,19,517.0,38.88319,-77.10039,CONDO,3409 Wilson Blvd UNIT 413,500800.0,0.91,0,0,0,0,671.0526315789474
Arlington,VA,22203,3.0,3.0,1125000,1941.0,6000.0,1972.0,8,0.0,38.86937,-77.1127,SINGLE_FAMILY,4613 N Henderson Rd,1155200.0,0.91,0,0,0,0,570.4868154158215
Hyattsville,MD,20782,3.0,4.0,1085000,1936.0,17892.0,2248.0,5,0.0,38.97623,-76.94227,SINGLE_FAMILY,4200 Clagett Rd,780700.0,1.07,0,0,0,0,482.65124555160145
Washington,DC,20016,5.0,5.0,1999999,1943.0,3550.0,2822.0,55,0.0,38.94383,-77.09189,SINGLE_FAMILY,4636 Verplanck Pl NW,,0.58,0,0,0,0,708.7168674698795
Temple Hills,MD,20748,4.0,2.0,419000,1947.0,6721.0,2217.0,40,0.0,38.83823,-76.95617,SINGLE_FAMILY,2512 Gaither St,409500.0,1.07,0,0,0,0,188.99413622011727
Arlington,VA,22203,4.0,5.0,1200000,2014.0,912.0,2138.0,13,180.0,38.871716,-77.10862,TOWNHOUSE,4341 N Pershing Dr,1223900.0,0.91,0,0,0,0,561.2722170252573
Arlington,VA,22206,4.0,3.0,730000,1961.0,4000.0,1344.0,6,0.0,38.84372,-77.10877,SINGLE_FAMILY,5042 S Chesterfield Rd,697900.0,0.91,0,0,0,0,543.1547619047619
Chevy Chase,MD,20815,5.0,5.0,1775000,1964.0,11477.0,3650.0,19,0.0,38.97097,-77.07483,SINGLE_FAMILY,100 E Lenox St,1704400.0,0.81,0,0,0,0,486.3013698630137
Arlington,VA,22201,2.0,1.0,500000,2005.0,9278.752391886721,912.0,2,665.0,38.88282,-77.11457,CONDO,1001 N Vermont St APT 603,545100.0,0.91,0,0,0,0,548.2456140350877
Temple Hills,MD,20748,5.0,7.0,800000,1992.0,37877.0,6631.0,149,0.0,38.80844,-76.93172,SINGLE_FAMILY,4407 Henderson Rd,773700.0,1.07,0,0,0,0,120.64545317448349
Washington,DC,20019,3.0,1.0,374900,1940.0,2420.0,1492.0,2,0.0,38.89104,-76.95063,SINGLE_FAMILY,44 Burns St NE,449700.0,0.58,0,0,0,0,251.2734584450402
Washington,DC,20009,2.0,2.0,425000,2023.0,9278.752391886721,796.0,68,150.0,38.919952,-77.02996,TOWNHOUSE,2228 13th St NW #1,416200.0,0.58,0,0,0,0,533.9195979899497
Chevy Chase,MD,20815,1.0,1.0,360000,1951.0,9278.752391886721,687.0,46,293.0,38.97795,-77.09512,TOWNHOUSE,6726 Offutt Ln #201A,342500.0,0.81,0,0,0,0,524.0174672489082
Bethesda,MD,20814,6.0,4.0,1749900,1941.0,5416.0,4006.0,1,0.0,38.98807,-77.09184,SINGLE_FAMILY,4601 Sleaford Rd,1573500.0,0.81,0,0,0,0,436.8197703444833
Washington,DC,20002,6.0,4.0,999999,1930.0,3920.0,3985.0,27,0.0,38.91314,-76.97354,SINGLE_FAMILY,2207 Rand Pl NE,,0.58,0,0,0,0,250.94077791718945
Arlington,VA,22201,2.0,2.0,634950,1995.0,9278.752391886721,1194.0,41,634.0,38.88352,-77.11223,CONDO,1050 N Stuart St APT 107,,0.91,0,0,0,0,531.7839195979899
Washington,DC,20002,4.0,3.0,699000,1937.0,3298.0,3395.0,34,0.0,38.90848,-76.98526,MULTI_FAMILY,1217 Raum St NE,676400.0,0.58,0,0,0,0,205.89101620029456
Arlington,VA,22204,3.0,4.0,850000,1968.0,2691.0,1728.0,3,29.0,38.86716,-77.1126,TOWNHOUSE,14 S Abingdon St,798400.0,0.91,0,0,0,0,491.89814814814815
Takoma Park,MD,20912,4.0,4.0,995000,1923.0,8888.0,2352.0,27,0.0,38.98799,-77.00102,SINGLE_FAMILY,726 Maplewood Ave,981700.0,0.81,0,0,0,0,423.0442176870748
Washington,DC,20024,3.0,3.0,684000,2004.0,9278.752391886721,1189.0,62,301.0,38.87318,-77.0104,TOWNHOUSE,23 O St SW #23,658800.0,0.58,0,0,0,0,575.273338940286
Arlington,VA,22201,2.0,2.0,549900,1994.0,9278.752391886721,953.0,27,851.0,38.88329,-77.11356,CONDO,1045 N Utah St APT 208,538200.0,0.91,0,0,0,0,577.0199370409234
Bethesda,MD,20814,2.0,2.0,699000,1989.0,9278.752391886721,1129.0,131,811.0,38.98407,-77.0966,CONDO,7500 Woodmont Ave #S1007,673100.0,0.81,0,0,0,0,619.1319751992914
Arlington,VA,22207,4.0,2.0,849000,1952.0,3745.0,1756.0,3,0.0,38.8945,-77.12367,TOWNHOUSE,4807 20th Pl N,877800.0,0.91,0,0,0,0,483.4851936218679
Arlington,VA,22203,3.0,2.0,900000,1974.0,9278.752391886721,1710.0,33,1465.0,38.88197,-77.10522,CONDO,3800 Fairfax Dr APT 802,,0.91,0,0,0,0,526.3157894736842
Washington,DC,20019,7.0,6.0,424999,2022.0,7826.0,4000.0,622,0.0,38.90447,-76.9272,SINGLE_FAMILY,5105 Lee St NE,,0.58,0,0,0,0,106.24975
Alexandria,VA,22314,1.0,1.0,650000,1910.0,9278.752391886721,900.0,131,570.0,38.807865,-77.05265,CONDO,1210 Queen St APT 8,,0.97,0,0,0,0,722.2222222222222
Alexandria,VA,22301,7.0,7.0,3695000,1939.0,9000.0,5814.0,110,0.0,38.81008,-77.06662,SINGLE_FAMILY,2226 King St,3451800.0,0.97,0,0,0,0,635.5349157206742
Washington,DC,20001,2.0,2.0,639000,2023.0,9278.752391886721,836.0,6,129.0,38.9095,-77.00942,CONDO,14 P St NW #403,,0.58,0,0,0,0,764.3540669856459
Washington,DC,20016,5.0,5.0,2800000,1955.0,5211.0,3662.0,47,0.0,38.92891,-77.10086,SINGLE_FAMILY,2905 Arizona Ave NW,,0.58,0,0,0,0,764.6095030038231
Brentwood,MD,20722,5.0,2.0,510000,1966.0,7225.0,936.0,56,0.0,38.94128,-76.96072,SINGLE_FAMILY,3403 Taylor St,498000.0,1.07,0,0,0,0,544.8717948717949
Washington,DC,20002,3.0,3.0,699999,2023.0,9278.752391886721,1741.0,353,213.0,38.90832,-76.98594,TOWNHOUSE,1657 Montello Ave NE #1,681500.0,0.58,0,0,0,0,402.06720275703617
Alexandria,VA,22314,1.0,1.0,399000,1990.0,9278.752391886721,697.0,2,481.0,38.8148,-77.05098,CONDO,1200 Braddock Pl APT 704,,0.97,0,0,0,0,572.4533715925395
Arlington,VA,22203,2.0,2.0,725000,2000.0,9278.752391886721,1289.0,12,607.0,38.88149,-77.10605,CONDO,3835 9th St N APT 102W,716400.0,0.91,0,0,0,0,562.4515128006207
Alexandria,VA,22314,1.0,1.0,565000,1790.0,9278.752391886721,691.0,7,446.0,38.81038,-77.0456,CONDO,515 N Washington St #201,565500.0,0.97,0,0,0,0,817.6555716353112
Arlington,VA,22207,5.0,5.0,1950000,2004.0,7848.0,4046.0,19,0.0,38.89964,-77.0956,SINGLE_FAMILY,2367 N Edgewood St,1915400.0,0.91,0,0,0,0,481.9574888779041
Washington,DC,20001,3.0,2.0,645000,1914.0,871.0,1590.0,52,0.0,38.929085,-77.01969,TOWNHOUSE,3020 Warder St NW,624300.0,0.58,0,0,0,0,405.66037735849056
Washington,DC,20017,2.0,1.0,425000,1949.0,2032.0,986.0,33,0.0,38.95207,-76.99464,SINGLE_FAMILY,749 Gallatin St NE,413500.0,0.58,0,0,0,0,431.0344827586207
Alexandria,VA,22314,3.0,3.0,2900000,1800.0,4097.0,2429.0,1,0.0,38.80725,-77.04472,SINGLE_FAMILY,511 Queen St,2929700.0,0.97,0,0,0,0,1193.9069575957185
Washington,DC,20009,2.0,2.0,1199900,2024.0,9278.752391886721,0.0,7,0.0,38.91434,-77.04255,CONDO,1827 S St NW #4,,0.58,0,0,0,0,inf
